,Words,Count,T_Freq
136,human,120,0.0011612940686905441
137,established,120,0.0011612940686905441
138,point,119,0.001151616618118123
139,president,119,0.001151616618118123
140,imprisonment,119,0.001151616618118123
141,cassation,119,0.001151616618118123
142,obligation,117,0.0011322617169732805
143,disclosure,116,0.0011225842664008593
144,thus,116,0.0011225842664008593
145,well,116,0.0011225842664008593
146,place,115,0.001112906815828438
147,certain,114,0.001103229365256017
148,three,114,0.001103229365256017
149,search,114,0.001103229365256017
150,procedure,114,0.001103229365256017
151,used,114,0.001103229365256017
152,present,113,0.0010935519146835957
153,defamation,113,0.0010935519146835957
154,european,113,0.0010935519146835957
155,alia,112,0.0010838744641111745
156,inter,112,0.0010838744641111745
157,reputation,111,0.0010741970135387533
158,committed,111,0.0010741970135387533
159,necessary,111,0.0010741970135387533
160,constitution,109,0.0010548421123939109
161,doe,109,0.0010548421123939109
162,military,109,0.0010548421123939109
163,submitted,108,0.0010451646618214897
164,speech,108,0.0010451646618214897
165,matter,107,0.0010354872112490685
166,body,106,0.0010258097606766472
167,result,105,0.001016132310104226
168,website,105,0.001016132310104226
169,claimant,104,0.001006454859531805
170,compensation,104,0.001006454859531805
171,must,103,0.0009967774089593838
172,third,102,0.0009870999583869626
173,principle,101,0.0009774225078145414
174,medical,100,0.0009677450572421201
175,mean,100,0.0009677450572421201
176,based,100,0.0009677450572421201
177,term,99,0.0009580676066696989
178,provide,99,0.0009580676066696989
179,impugned,99,0.0009580676066696989
180,form,99,0.0009580676066696989
181,month,98,0.0009483901560972777
182,processing,98,0.0009483901560972777
183,requested,97,0.0009387127055248565
184,security,97,0.0009387127055248565
185,news,97,0.0009387127055248565
186,measure,96,0.0009290352549524353
187,others,96,0.0009290352549524353
188,make,96,0.0009290352549524353
189,refused,96,0.0009290352549524353
190,argument,95,0.0009193578043800141
191,image,94,0.0009096803538075929
192,contract,94,0.0009096803538075929
193,patient,94,0.0009096803538075929
194,context,93,0.0009000029032351718
195,concluded,93,0.0009000029032351718
196,good,93,0.0009000029032351718
197,page,92,0.0008903254526627506
198,practice,92,0.0008903254526627506
199,honour,92,0.0008903254526627506
200,text,92,0.0008903254526627506
201,russian,91,0.0008806480020903294
202,fine,91,0.0008806480020903294
203,publish,91,0.0008806480020903294
204,commercial,90,0.0008709705515179082
205,board,90,0.0008709705515179082
206,work,90,0.0008709705515179082
207,provider,90,0.0008709705515179082
208,far,89,0.000861293100945487
209,dr,89,0.000861293100945487
210,nonpecuniary,88,0.0008516156503730657
211,society,88,0.0008516156503730657
212,unlawful,88,0.0008516156503730657
213,liability,88,0.0008516156503730657
214,set,88,0.0008516156503730657
215,internet,87,0.0008419381998006445
216,manner,87,0.0008419381998006445
217,take,86,0.0008322607492282233
218,serious,86,0.0008322607492282233
219,period,86,0.0008322607492282233
220,convicted,85,0.0008225832986558021
221,record,85,0.0008225832986558021
222,commission,84,0.0008129058480833809
223,effect,84,0.0008129058480833809
224,received,84,0.0008129058480833809
225,charge,83,0.0008032283975109597
226,regarding,83,0.0008032283975109597
227,prison,82,0.0007935509469385385
228,communication,82,0.0007935509469385385
229,association,82,0.0007935509469385385
230,specific,82,0.0007935509469385385
231,television,81,0.0007838734963661173
232,amount,80,0.0007741960457936961
233,parliament,80,0.0007741960457936961
234,election,80,0.0007741960457936961
235,finding,80,0.0007741960457936961
236,accordance,79,0.0007645185952212749
237,asked,79,0.0007645185952212749
238,value,79,0.0007645185952212749
239,entitled,78,0.0007548411446488537
240,number,78,0.0007548411446488537
241,force,78,0.0007548411446488537
242,liable,77,0.0007451636940764325
243,position,77,0.0007451636940764325
244,already,77,0.0007451636940764325
245,several,76,0.0007354862435040113
246,crime,76,0.0007354862435040113
247,pay,76,0.0007354862435040113
248,doctor,76,0.0007354862435040113
249,written,76,0.0007354862435040113
250,nature,76,0.0007354862435040113
251,required,75,0.0007258087929315901
252,relating,75,0.0007258087929315901
253,examined,74,0.0007161313423591689
254,book,74,0.0007161313423591689
255,peace,74,0.0007161313423591689
256,prosecution,74,0.0007161313423591689
257,represented,74,0.0007161313423591689
258,directive,74,0.0007161313423591689
259,list,73,0.0007064538917867478
260,hospital,73,0.0007064538917867478
261,justified,73,0.0007064538917867478
262,possible,73,0.0007064538917867478
263,relation,73,0.0007064538917867478
264,argued,72,0.0006967764412143265
265,dignity,72,0.0006967764412143265
266,religious,72,0.0006967764412143265
267,exercise,72,0.0006967764412143265
268,treatment,72,0.0006967764412143265
269,brought,72,0.0006967764412143265
270,money,71,0.0006870989906419053
271,organisation,71,0.0006870989906419053
272,copy,71,0.0006870989906419053
273,disciplinary,70,0.0006774215400694841
274,appealed,70,0.0006774215400694841
275,upheld,70,0.0006774215400694841
276,publishing,70,0.0006774215400694841
277,hate,69,0.0006677440894970629
278,source,69,0.0006677440894970629
279,violation,69,0.0006677440894970629
280,responsible,69,0.0006677440894970629
281,local,69,0.0006677440894970629
282,committee,68,0.0006580666389246417
283,social,68,0.0006580666389246417
284,new,67,0.0006483891883522205
285,abortion,67,0.0006483891883522205
286,former,67,0.0006483891883522205
287,issued,67,0.0006483891883522205
288,failed,67,0.0006483891883522205
289,said,66,0.0006387117377797993
290,post,66,0.0006387117377797993
291,furthermore,66,0.0006387117377797993
292,instance,65,0.0006290342872073781
293,engine,65,0.0006290342872073781
294,republic,65,0.0006290342872073781
295,firstinstance,65,0.0006290342872073781
296,reasoning,65,0.0006290342872073781
297,reply,65,0.0006290342872073781
298,concern,65,0.0006290342872073781
299,legitimate,65,0.0006290342872073781
300,sentenced,65,0.0006290342872073781
301,tax,65,0.0006290342872073781
302,programme,64,0.0006193568366349569
303,call,64,0.0006193568366349569
304,allowed,64,0.0006193568366349569
305,available,64,0.0006193568366349569
306,system,64,0.0006193568366349569
307,rejected,64,0.0006193568366349569
308,violence,64,0.0006193568366349569
309,upon,63,0.0006096793860625357
310,international,63,0.0006096793860625357
311,criticism,63,0.0006096793860625357
312,euro,62,0.0006000019354901145
313,radio,62,0.0006000019354901145
314,clearly,62,0.0006000019354901145
315,apply,62,0.0006000019354901145
316,mentioned,61,0.0005903244849176933
317,date,61,0.0005903244849176933
318,true,61,0.0005903244849176933
319,head,61,0.0005903244849176933
320,author,61,0.0005903244849176933
321,ii,61,0.0005903244849176933
322,different,60,0.0005806470343452721
323,connection,60,0.0005806470343452721
324,journalistic,60,0.0005806470343452721
325,aim,60,0.0005806470343452721
326,whose,60,0.0005806470343452721
327,caused,60,0.0005806470343452721
328,four,59,0.0005709695837728509
329,plaintiff,59,0.0005709695837728509
330,making,59,0.0005709695837728509
331,caselaw,59,0.0005709695837728509
332,friend,59,0.0005709695837728509
333,fund,59,0.0005709695837728509
334,negative,59,0.0005709695837728509
335,city,59,0.0005709695837728509
336,union,58,0.0005612921332004297
337,land,58,0.0005612921332004297
338,recommendation,58,0.0005612921332004297
339,photograph,57,0.0005516146826280084
340,pursuant,57,0.0005516146826280084
341,age,57,0.0005516146826280084
342,prior,57,0.0005516146826280084
343,health,57,0.0005516146826280084
344,serviceman,57,0.0005516146826280084
345,decided,57,0.0005516146826280084
346,carried,56,0.0005419372320555872
347,imposed,56,0.0005419372320555872
348,defamatory,56,0.0005419372320555872
349,took,56,0.0005419372320555872
350,addition,56,0.0005419372320555872
351,hatred,56,0.0005419372320555872
352,de,55,0.000532259781483166
353,special,55,0.000532259781483166
354,publisher,55,0.000532259781483166
355,requirement,55,0.000532259781483166
356,limited,55,0.000532259781483166
357,known,55,0.000532259781483166
358,consequence,54,0.0005225823309107448
359,chamber,54,0.0005225823309107448
360,receive,54,0.0005225823309107448
361,reported,54,0.0005225823309107448
362,penal,54,0.0005225823309107448
363,subsection,53,0.0005129048803383236
364,conclusion,53,0.0005129048803383236
365,give,53,0.0005129048803383236
366,ministry,53,0.0005129048803383236
367,basic,53,0.0005129048803383236
368,online,53,0.0005129048803383236
369,various,53,0.0005129048803383236
370,al,52,0.0005032274297659025
371,latter,52,0.0005032274297659025
372,involved,52,0.0005032274297659025
373,moreover,52,0.0005032274297659025
374,le,52,0.0005032274297659025
375,guilty,52,0.0005032274297659025
376,employee,52,0.0005032274297659025
377,approximately,52,0.0005032274297659025
378,europe,52,0.0005032274297659025
379,element,52,0.0005032274297659025
380,ensure,52,0.0005032274297659025
381,alleged,52,0.0005032274297659025
382,still,51,0.0004935499791934813
383,subsequently,51,0.0004935499791934813
384,appellate,51,0.0004935499791934813
385,property,51,0.0004935499791934813
386,working,51,0.0004935499791934813
387,scope,51,0.0004935499791934813
388,situation,51,0.0004935499791934813
389,confirmed,51,0.0004935499791934813
390,clear,51,0.0004935499791934813
391,foreign,51,0.0004935499791934813
392,lawful,51,0.0004935499791934813
393,sought,51,0.0004935499791934813
394,assessment,51,0.0004935499791934813
395,control,51,0.0004935499791934813
396,never,50,0.00048387252862106006
397,protected,50,0.00048387252862106006
398,presented,50,0.00048387252862106006
399,taking,50,0.00048387252862106006
400,show,50,0.00048387252862106006
401,observed,50,0.00048387252862106006
402,donetsk,50,0.00048387252862106006
403,leaflet,50,0.00048387252862106006
404,free,50,0.00048387252862106006
405,area,49,0.00047419507804863885
406,internal,49,0.00047419507804863885
407,called,49,0.00047419507804863885
408,advertisement,49,0.00047419507804863885
409,protect,49,0.00047419507804863885
410,editorial,49,0.00047419507804863885
411,suicide,49,0.00047419507804863885
412,abovementioned,49,0.00047419507804863885
413,status,49,0.00047419507804863885
414,express,49,0.00047419507804863885
415,described,49,0.00047419507804863885
416,lower,49,0.00047419507804863885
417,democratic,49,0.00047419507804863885
418,murder,49,0.00047419507804863885
419,related,48,0.00046451762747621764
420,bettencourt,48,0.00046451762747621764
421,performed,48,0.00046451762747621764
422,citizen,48,0.00046451762747621764
423,adopted,48,0.00046451762747621764
424,debate,48,0.00046451762747621764
425,informed,48,0.00046451762747621764
426,intended,48,0.00046451762747621764
427,german,48,0.00046451762747621764
428,research,48,0.00046451762747621764
429,served,48,0.00046451762747621764
430,director,48,0.00046451762747621764
431,applied,48,0.00046451762747621764
432,meeting,48,0.00046451762747621764
433,previous,47,0.00045484017690379644
434,suspicion,47,0.00045484017690379644
435,namely,47,0.00045484017690379644
436,sent,47,0.00045484017690379644
437,light,47,0.00045484017690379644
438,might,47,0.00045484017690379644
439,harm,47,0.00045484017690379644
440,need,47,0.00045484017690379644
441,untrue,47,0.00045484017690379644
442,woman,47,0.00045484017690379644
443,referring,47,0.00045484017690379644
444,interference,47,0.00045484017690379644
445,aware,47,0.00045484017690379644
446,obliged,46,0.0004451627263313753
447,arrested,46,0.0004451627263313753
448,discrimination,46,0.0004451627263313753
449,high,46,0.0004451627263313753
450,secret,46,0.0004451627263313753
451,sanction,46,0.0004451627263313753
452,reference,46,0.0004451627263313753
453,hand,46,0.0004451627263313753
454,warsaw,46,0.0004451627263313753
455,appropriate,46,0.0004451627263313753
456,factual,46,0.0004451627263313753
457,custom,46,0.0004451627263313753
458,archive,46,0.0004451627263313753
459,leave,46,0.0004451627263313753
460,user,46,0.0004451627263313753
461,dismissal,45,0.0004354852757589541
462,agent,45,0.0004354852757589541
463,candidate,45,0.0004354852757589541
464,responsibility,45,0.0004354852757589541
465,role,45,0.0004354852757589541
466,granted,45,0.0004354852757589541
467,breached,45,0.0004354852757589541
468,many,44,0.00042580782518653287
469,dissemination,44,0.00042580782518653287
470,anyone,44,0.00042580782518653287
471,restriction,44,0.00042580782518653287
472,reader,44,0.00042580782518653287
473,electronic,44,0.00042580782518653287
474,transferred,44,0.00042580782518653287
475,retraction,44,0.00042580782518653287
476,germany,44,0.00042580782518653287
477,put,44,0.00042580782518653287
478,kragujevac,44,0.00042580782518653287
479,brandenburg,43,0.00041613037461411167
480,ku,43,0.00041613037461411167
481,full,43,0.00041613037461411167
482,enforcement,43,0.00041613037461411167
483,campaign,43,0.00041613037461411167
484,merely,43,0.00041613037461411167
485,consideration,43,0.00041613037461411167
486,mayor,43,0.00041613037461411167
487,doubt,43,0.00041613037461411167
488,process,43,0.00041613037461411167
489,condition,43,0.00041613037461411167
490,broadcast,42,0.00040645292404169046
491,aimed,42,0.00040645292404169046
492,lastly,42,0.00040645292404169046
493,family,42,0.00040645292404169046
494,accepted,42,0.00040645292404169046
495,paid,42,0.00040645292404169046
496,born,42,0.00040645292404169046
497,injunction,42,0.00040645292404169046
498,become,42,0.00040645292404169046
499,limit,42,0.00040645292404169046
500,accusation,42,0.00040645292404169046
501,included,42,0.00040645292404169046
502,administration,42,0.00040645292404169046
503,meaning,42,0.00040645292404169046
504,mass,42,0.00040645292404169046
505,fundamental,42,0.00040645292404169046
506,disseminated,42,0.00040645292404169046
507,insult,42,0.00040645292404169046
508,favour,42,0.00040645292404169046
509,country,42,0.00040645292404169046
510,prohibited,41,0.00039677547346926925
511,advertising,41,0.00039677547346926925
512,die,41,0.00039677547346926925
513,transmission,41,0.00039677547346926925
514,function,41,0.00039677547346926925
515,claimed,41,0.00039677547346926925
516,indicated,41,0.00039677547346926925
517,due,41,0.00039677547346926925
518,test,41,0.00039677547346926925
519,support,41,0.00039677547346926925
520,legislation,41,0.00039677547346926925
521,assembly,41,0.00039677547346926925
522,final,41,0.00039677547346926925
523,remove,41,0.00039677547346926925
524,released,41,0.00039677547346926925
525,false,41,0.00039677547346926925
526,later,41,0.00039677547346926925
527,business,40,0.00038709802289684805
528,aggravated,40,0.00038709802289684805
529,towards,40,0.00038709802289684805
530,parliamentary,40,0.00038709802289684805
531,notice,40,0.00038709802289684805
532,find,40,0.00038709802289684805
533,criterion,40,0.00038709802289684805
534,constituted,40,0.00038709802289684805
535,acted,40,0.00038709802289684805
536,cost,40,0.00038709802289684805
537,region,40,0.00038709802289684805
538,standard,40,0.00038709802289684805
539,least,40,0.00038709802289684805
540,contrary,40,0.00038709802289684805
541,integrity,40,0.00038709802289684805
542,expressed,40,0.00038709802289684805
543,editorinchief,40,0.00038709802289684805
544,representative,39,0.00037742057232442684
545,dated,39,0.00037742057232442684
546,video,39,0.00037742057232442684
547,university,39,0.00037742057232442684
548,privacy,39,0.00037742057232442684
549,arrest,39,0.00037742057232442684
550,added,39,0.00037742057232442684
551,longer,39,0.00037742057232442684
552,five,39,0.00037742057232442684
553,six,39,0.00037742057232442684
554,appeared,39,0.00037742057232442684
555,obtain,39,0.00037742057232442684
556,gave,39,0.00037742057232442684
557,personality,39,0.00037742057232442684
558,moral,39,0.00037742057232442684
559,though,39,0.00037742057232442684
560,important,38,0.00036774312175200563
561,directly,38,0.00036774312175200563
562,defined,38,0.00036774312175200563
563,punishable,38,0.00036774312175200563
564,language,38,0.00036774312175200563
565,penalty,38,0.00036774312175200563
566,detail,38,0.00036774312175200563
567,client,38,0.00036774312175200563
568,accessible,38,0.00036774312175200563
569,obtained,38,0.00036774312175200563
570,management,38,0.00036774312175200563
571,continued,38,0.00036774312175200563
572,magazine,38,0.00036774312175200563
573,broadcasting,38,0.00036774312175200563
574,editor,38,0.00036774312175200563
575,end,38,0.00036774312175200563
576,example,37,0.0003580656711795844
577,background,37,0.0003580656711795844
578,charged,37,0.0003580656711795844
579,go,37,0.0003580656711795844
580,review,37,0.0003580656711795844
581,constitute,37,0.0003580656711795844
582,sheriff,37,0.0003580656711795844
583,hesse,37,0.0003580656711795844
584,behaviour,37,0.0003580656711795844
585,bank,37,0.0003580656711795844
586,incitement,37,0.0003580656711795844
587,belief,37,0.0003580656711795844
588,extent,37,0.0003580656711795844
589,transmitted,37,0.0003580656711795844
590,prime,37,0.0003580656711795844
591,say,37,0.0003580656711795844
592,declared,37,0.0003580656711795844
593,death,37,0.0003580656711795844
594,publicly,37,0.0003580656711795844
595,using,36,0.0003483882206071633
596,daily,36,0.0003483882206071633
597,unless,36,0.0003483882206071633
598,sufficient,36,0.0003483882206071633
599,disclosed,36,0.0003483882206071633
600,employer,36,0.0003483882206071633
601,staff,36,0.0003483882206071633
602,relationship,36,0.0003483882206071633
603,victim,36,0.0003483882206071633
604,school,36,0.0003483882206071633
605,unknown,36,0.0003483882206071633
606,medication,36,0.0003483882206071633
607,und,36,0.0003483882206071633
608,lack,36,0.0003483882206071633
609,whistleblower,36,0.0003483882206071633
610,examine,36,0.0003483882206071633
611,municipal,36,0.0003483882206071633
612,division,36,0.0003483882206071633
613,religion,36,0.0003483882206071633
614,alimta,36,0.0003483882206071633
615,type,36,0.0003483882206071633
616,child,35,0.00033871077003474207
617,accordingly,35,0.00033871077003474207
618,specified,35,0.00033871077003474207
619,word,35,0.00033871077003474207
620,owner,35,0.00033871077003474207
621,knowledge,35,0.00033871077003474207
622,framework,35,0.00033871077003474207
623,objective,35,0.00033871077003474207
624,financial,35,0.00033871077003474207
625,among,35,0.00033871077003474207
626,nra,35,0.00033871077003474207
627,seeking,35,0.00033871077003474207
628,ml,35,0.00033871077003474207
629,employment,35,0.00033871077003474207
630,museum,35,0.00033871077003474207
631,institution,35,0.00033871077003474207
632,accused,34,0.00032903331946232086
633,extract,34,0.00032903331946232086
634,otherwise,34,0.00032903331946232086
635,deputy,34,0.00032903331946232086
636,passage,34,0.00032903331946232086
637,either,34,0.00032903331946232086
638,vinorelbine,34,0.00032903331946232086
639,note,34,0.00032903331946232086
640,seen,34,0.00032903331946232086
641,rectification,34,0.00032903331946232086
642,faith,34,0.00032903331946232086
643,russia,34,0.00032903331946232086
644,procedural,34,0.00032903331946232086
645,approved,34,0.00032903331946232086
646,ethnicity,34,0.00032903331946232086
647,chapter,34,0.00032903331946232086
648,delivered,34,0.00032903331946232086
649,guarantee,34,0.00032903331946232086
650,acting,34,0.00032903331946232086
651,interview,34,0.00032903331946232086
652,nazi,34,0.00032903331946232086
653,copenhagen,34,0.00032903331946232086
654,establish,34,0.00032903331946232086
655,last,34,0.00032903331946232086
656,judiciary,33,0.00031935586888989965
657,expert,33,0.00031935586888989965
658,affected,33,0.00031935586888989965
659,operator,33,0.00031935586888989965
660,covered,33,0.00031935586888989965
661,likely,33,0.00031935586888989965
662,der,33,0.00031935586888989965
663,investigating,33,0.00031935586888989965
664,benefit,33,0.00031935586888989965
665,particularly,33,0.00031935586888989965
666,link,33,0.00031935586888989965
667,comply,33,0.00031935586888989965
668,similar,33,0.00031935586888989965
669,drug,33,0.00031935586888989965
670,deemed,33,0.00031935586888989965
671,count,33,0.00031935586888989965
672,main,33,0.00031935586888989965
673,misconduct,33,0.00031935586888989965
674,reached,33,0.00031935586888989965
675,release,33,0.00031935586888989965
676,level,33,0.00031935586888989965
677,identity,33,0.00031935586888989965
678,met,33,0.00031935586888989965
679,picture,33,0.00031935586888989965
680,directed,32,0.00030967841831747845
681,told,32,0.00030967841831747845
682,effective,32,0.00030967841831747845
683,know,32,0.00030967841831747845
684,explained,32,0.00030967841831747845
685,writing,32,0.00030967841831747845
686,guaranteed,32,0.00030967841831747845
687,active,32,0.00030967841831747845
688,specialist,32,0.00030967841831747845
689,respondent,32,0.00030967841831747845
690,open,32,0.00030967841831747845
691,power,32,0.00030967841831747845
692,worked,32,0.00030967841831747845
693,google,32,0.00030967841831747845
694,carry,32,0.00030967841831747845
695,filed,32,0.00030967841831747845
696,gg,32,0.00030967841831747845
697,applicable,32,0.00030967841831747845
698,reasonable,32,0.00030967841831747845
699,especially,32,0.00030967841831747845
700,affair,32,0.00030967841831747845
701,removed,32,0.00030967841831747845
702,house,32,0.00030967841831747845
703,infringement,31,0.00030000096774505724
704,course,31,0.00030000096774505724
705,limitation,31,0.00030000096774505724
706,man,31,0.00030000096774505724
707,secrecy,31,0.00030000096774505724
708,attempt,31,0.00030000096774505724
709,subsequent,31,0.00030000096774505724
710,posted,31,0.00030000096774505724
711,ethnic,31,0.00030000096774505724
712,abuse,31,0.00030000096774505724
713,awarded,31,0.00030000096774505724
714,inciting,31,0.00030000096774505724
715,sum,31,0.00030000096774505724
716,competent,31,0.00030000096774505724
717,prevent,31,0.00030000096774505724
718,previously,31,0.00030000096774505724
719,relying,31,0.00030000096774505724
720,agency,31,0.00030000096774505724
721,existence,31,0.00030000096774505724
722,item,31,0.00030000096774505724
723,ad,31,0.00030000096774505724
724,regulation,31,0.00030000096774505724
725,restricted,31,0.00030000096774505724
726,community,31,0.00030000096774505724
727,risk,31,0.00030000096774505724
728,practising,30,0.00029032351717263603
729,rather,30,0.00029032351717263603
730,idea,30,0.00029032351717263603
731,summarised,30,0.00029032351717263603
732,seek,30,0.00029032351717263603
733,direct,30,0.00029032351717263603
734,emphasised,30,0.00029032351717263603
735,ec,30,0.00029032351717263603
736,cited,30,0.00029032351717263603
737,commissioner,30,0.00029032351717263603
738,soldier,30,0.00029032351717263603
739,edition,30,0.00029032351717263603
740,reiterated,30,0.00029032351717263603
741,distributed,30,0.00029032351717263603
742,submission,29,0.00028064606660021483
743,suggested,29,0.00028064606660021483
744,back,29,0.00028064606660021483
745,serve,29,0.00028064606660021483
746,fee,29,0.00028064606660021483
747,classified,29,0.00028064606660021483
748,croatia,29,0.00028064606660021483
749,refusal,29,0.00028064606660021483
750,ukraine,29,0.00028064606660021483
751,audit,29,0.00028064606660021483
752,went,29,0.00028064606660021483
753,paris,29,0.00028064606660021483
754,independent,29,0.00028064606660021483
755,cjeu,29,0.00028064606660021483
756,origin,29,0.00028064606660021483
757,department,29,0.00028064606660021483
758,thereof,29,0.00028064606660021483
759,answer,29,0.00028064606660021483
760,ch,29,0.00028064606660021483
761,incident,29,0.00028064606660021483
762,suffering,29,0.00028064606660021483
763,response,29,0.00028064606660021483
764,giving,29,0.00028064606660021483
765,suffered,29,0.00028064606660021483
766,economic,29,0.00028064606660021483
767,liberty,29,0.00028064606660021483
768,transaction,28,0.0002709686160277936
769,providing,28,0.0002709686160277936
770,protest,28,0.0002709686160277936
771,earlier,28,0.0002709686160277936
772,like,28,0.0002709686160277936
773,together,28,0.0002709686160277936
774,violated,28,0.0002709686160277936
775,capacity,28,0.0002709686160277936
776,interpretation,28,0.0002709686160277936
777,detained,28,0.0002709686160277936
778,prohibition,28,0.0002709686160277936
779,influence,28,0.0002709686160277936
780,relied,28,0.0002709686160277936
781,created,28,0.0002709686160277936
782,story,28,0.0002709686160277936
783,loyalty,28,0.0002709686160277936
784,home,28,0.0002709686160277936
785,everyone,28,0.0002709686160277936
786,justify,28,0.0002709686160277936
787,possibility,28,0.0002709686160277936
788,change,28,0.0002709686160277936
789,intention,28,0.0002709686160277936
790,whole,28,0.0002709686160277936
791,indeed,28,0.0002709686160277936
792,naked,28,0.0002709686160277936
793,proved,28,0.0002709686160277936
794,non,28,0.0002709686160277936
795,long,28,0.0002709686160277936
796,done,27,0.0002612911654553724
797,containing,27,0.0002612911654553724
798,contested,27,0.0002612911654553724
799,solely,27,0.0002612911654553724
800,seriousness,27,0.0002612911654553724
801,scene,27,0.0002612911654553724
802,appears,27,0.0002612911654553724
803,illegal,27,0.0002612911654553724
804,threat,27,0.0002612911654553724
805,nothing,27,0.0002612911654553724
806,grant,27,0.0002612911654553724
807,suspended,27,0.0002612911654553724
808,punished,27,0.0002612911654553724
809,contain,27,0.0002612911654553724
810,every,27,0.0002612911654553724
811,intelligence,27,0.0002612911654553724
812,stating,27,0.0002612911654553724
813,expense,27,0.0002612911654553724
814,ruled,27,0.0002612911654553724
815,assistance,27,0.0002612911654553724
816,attack,27,0.0002612911654553724
817,conflict,27,0.0002612911654553724
818,tomb,27,0.0002612911654553724
819,amended,27,0.0002612911654553724
